Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,170.93,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,216.49,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,241.81,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,13.65,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,13.6,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,13.66,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,13.08,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,13.33,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,10.39,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,8.77,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,8.33,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,8.7,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,7.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,7.49,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,7.85,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,7.93,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,6.41,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,7.6,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,9.03,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,21.09,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,22.59,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,21.29,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,21.37,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,22.8,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,19.67,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,20.32,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,21.18,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,22.8,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,26.39,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,31.32,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,34.71,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,33.08,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,23.27,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,27.44,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,32.79,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,43.67,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,45.41,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,42.18,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,39.69,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,43.08,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,35.23,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,38.18,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,37.12,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,37.71,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,38.46,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,41.3,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,42.83,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,41.16,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,30.68,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,35.47,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,40.14,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,12.58,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,12.99,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,12.27,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,12.06,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,12.51,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,10.4,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,10.82,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,10.19,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,10.52,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,10.48,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,11.82,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,12.04,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,11.35,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,7.66,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,9.7,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,12.11,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,14.87,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,15.79,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,15.34,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,15.13,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,15.39,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,13.67,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,13.96,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,12.47,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,10.3,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,9.02,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,10.13,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,10.19,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,10.71,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,8.26,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,10.5,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,11.06,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,80.37,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,91.9,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,94.34,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,94.8,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,103.37,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,96.86,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,98.69,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,93.7,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,100.58,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,110.08,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,120.81,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,142.06,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,138.97,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,99.46,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,99.58,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,132.82,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,29.74,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,31.76,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,29.7,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,28.91,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,28.46,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,26.42,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,28.75,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,27.44,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,28.26,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,29.39,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,32.41,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,35.59,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,32.74,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,25.08,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,29.41,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,32.71,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,9.47,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,9.82,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,10.04,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,10.41,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,11.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,9.8,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,11.44,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,12.55,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,12.35,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,14.21,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,14.27,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,16.62,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,15.55,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,10.7,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,12.25,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,15.25,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,24.15,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,24.21,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,21.68,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,21.25,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,22.54,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,19.23,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,21.13,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,23.44,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,24.49,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,30.84,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,35.37,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,37.3,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,34.06,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,22.17,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,25.1,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,33.01,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,46.77,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,48.74,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,42.86,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,42.03,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,42.23,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,36.12,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,37.06,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,34.98,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,35.43,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,35.8,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,41.68,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,44.67,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,44.98,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,37.04,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,48.48,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,48.69,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,164.95,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,188.37,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,176.26,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,161.79,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,166.1,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,141.19,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,148.52,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,135.12,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,137.6,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,139.73,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,144.79,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,152.24,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,147.76,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,105.28,Kilotonnes,Carbon dioxide equivalents
