Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2019,12212.31,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2019,3882.87,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2019,6798.73,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2019,1361.72,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2019,168.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2020,12200.27,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2020,3603.12,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2020,7022.55,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2020,1403.52,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2020,171,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2021,12326.67,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2021,3689.86,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2021,7021.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2021,1419.87,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2021,194.91,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2022,12190.52,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2022,3588.28,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2022,7112.6,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2022,1304.72,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2022,184.81,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2023,12594.29,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2023,3722.8,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2023,7359.17,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2023,1334.22,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2023,177.95,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2007,1610.31,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2007,228.43,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2007,1226.83,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2007,148.13,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2007,6.98,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2008,1598.21,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2008,222.87,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2008,1221.58,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2008,146.97,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2008,6.85,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2009,1471.4,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2009,227.6,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2009,1095.94,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2009,140.79,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2009,7.12,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2010,1469.29,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2010,218.83,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2010,1107.46,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2010,135.89,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2010,7.17,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2011,1507.01,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2011,222.44,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2011,1135.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2011,140.72,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2011,8.11,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2012,1522.23,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2012,223.63,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2012,1152.47,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2012,137.28,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2012,8.89,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2013,1493.93,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2013,223.42,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2013,1117.06,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2013,143.93,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2013,9.56,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2014,1553.93,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2014,218.19,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2014,1180.44,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2014,145.6,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2014,9.74,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2015,1428.69,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2015,221.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2015,1066.68,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2015,131.75,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2015,8.49,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2016,1451.22,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2016,217.62,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2016,1091.39,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2016,133.89,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2016,8.34,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2017,1394.81,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2017,220.37,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2017,1035.32,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2017,130.66,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2017,8.5,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2018,1446.87,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2018,218.26,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2018,1084.52,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2018,134.25,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2018,9.87,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2019,1400.2,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2019,225.78,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2019,1032.08,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2019,132.18,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2019,10.2,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2020,1407.1,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2020,226.07,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2020,1030.51,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2020,139.32,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2020,11.23,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2021,1453.93,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2021,231.56,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2021,1071.77,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2021,138.07,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2021,12.57,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2022,1338.72,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2022,219.77,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2022,985.89,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2022,121.19,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2022,11.91,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide equivalents,2023,1317.3,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Carbon dioxide,2023,209.83,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Methane,2023,981.59,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Nitrous oxide,2023,114.47,Kilotonnes,Carbon dioxide equivalents
Gisborne,Total,Total,Total,Fluorinated gases,2023,11.47,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2007,3699.35,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2007,825.8,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2007,2540.46,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2007,307.09,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2007,26.07,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2008,3971.53,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2008,856.23,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2008,2756.02,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2008,331.59,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2008,27.77,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2009,3664.24,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2009,782.35,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2009,2546.45,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2009,305.88,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2009,29.63,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2010,3680.76,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2010,756.3,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2010,2581.65,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2010,311.68,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2010,31.19,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2011,3616.81,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2011,720.53,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2011,2551.78,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2011,312.34,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2011,32.23,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2012,3604.25,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2012,714.21,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2012,2550.27,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2012,307.63,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2012,32.2,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2013,3422.33,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2013,718.55,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2013,2365.84,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2013,302.79,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2013,35.19,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2014,3405.41,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2014,738.89,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2014,2338.61,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2014,294.2,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2014,33.75,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2015,3482.25,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2015,749.78,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2015,2396.66,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2015,301.46,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2015,34.38,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2016,3473.01,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2016,750.31,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2016,2379.26,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2016,306.75,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2016,36.72,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2017,3446.83,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2017,802.39,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2017,2313.37,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2017,292.99,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2017,38.09,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2018,3513.71,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2018,825.32,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2018,2349.34,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2018,300.06,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2018,39,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2019,3591.04,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2019,835.65,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2019,2409.43,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2019,306.62,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2019,39.36,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2020,3432.07,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2020,897.84,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2020,2201.96,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2020,286.68,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2020,45.6,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2021,3450.62,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2021,838.79,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2021,2272.91,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2021,285.91,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2021,53.02,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2022,3548.08,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2022,783.58,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2022,2425.66,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2022,288.14,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2022,50.7,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide equivalents,2023,3484.08,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Carbon dioxide,2023,759.89,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Methane,2023,2389.63,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Nitrous oxide,2023,287.43,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Total,Total,Total,Fluorinated gases,2023,47.14,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,Total,Total,Total,Carbon dioxide equivalents,2007,6512.8,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,Total,Total,Total,Carbon dioxide,2007,1145.57,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,Total,Total,Total,Methane,2007,4710.27,Kilotonnes,Carbon dioxide equivalents
